"","adult","backdrop_path","budget","homepage","id","imdb_id","origin_country","original_language","original_title","overview","popularity","poster_path","release_date","revenue","runtime","status","tagline","title","video","vote_average","vote_count","llm_class_1","llm_class_2","llm_class_3","llm_class_4","llm_class_5","llm_sum","llm_class_final"
"20",FALSE,"/uvitbjFU4JqvMwIkMWHp69bmUzG.jpg",3300000,"http://cidadededeus.globo.com/",598,"tt0317248","BR","pt","Cidade de Deus","In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket is a budding photographer who documents the increasing drug-related violence of his neighborhood, while José “Zé” Pequeno is an ambitious drug dealer diving into a dangerous life of crime.",7.0595,"/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","2002-08-30",30641770,129,"Released","If you run, the beast catches you; if you stay, the beast eats you.","City of God",FALSE,8.428,7852,"0","1","1","1","1",4,1
"21",FALSE,"/z51Wzj94hvAIsWfknifKTqKJRwp.jpg",9.3e+07,"http://www.lordoftherings.net/",120,"tt0120737","US","en","The Lord of the Rings: The Fellowship of the Ring","Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",64.621,"/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg","2001-12-18",871368364,179,"Released","One ring to rule them all.","The Lord of the Rings: The Fellowship of the Ring",FALSE,8.425,26545,"0","0","0","0","0",0,0
"22",FALSE,"/mufF1aYvwdpKerhq5R1YrVcbJLY.jpg",806947,"",539,"tt0054215","US","en","Psycho","When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",9.9895,"/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg","1960-06-22",50048065,109,"Released","A new and altogether different screen excitement!","Psycho",FALSE,8.4,10591,"1","0","1","0","0",2,0
"23",FALSE,"/vMylmakO2K9cZexNUze8wa9muJp.jpg",3e+06,"",510,"tt0073486","US","en","One Flew Over the Cuckoo's Nest","A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",9.8678,"/kjWsMh72V6d8KRLV4EOoSJLT1H7.jpg","1975-11-19",108981275,133,"Released","If he's crazy, what does that make you?","One Flew Over the Cuckoo's Nest",FALSE,8.4,11017,"0","0","0","0","0",0,0
"24",FALSE,"/kWYfW2Re0rUDE6IHhy4CRuKWeFr.jpg",7.9e+07,"http://www.lordoftherings.net/",121,"tt0167261","US","en","The Lord of the Rings: The Two Towers","Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",15.4835,"/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg","2002-12-18",926287400,179,"Released","The journey continues.","The Lord of the Rings: The Two Towers",FALSE,8.411,23053,"0","0","0","0","0",0,0
"25",FALSE,"/uPYa165sraN2c8gZBM9C47g3JoU.jpg",3e+07,"",311,"tt0087843","US","en","Once Upon a Time in America","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",5.8717,"/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg","1984-05-23",5500000,229,"Released","Crime, passion and lust for power.","Once Upon a Time in America",FALSE,8.4,5776,"1","1","1","1","1",5,1
"26",FALSE,"/nv5wwZou159v5OC61i4ElR7OqyY.jpg",2.4e+07,"",4935,"tt0347149","JP","ja","ハウルの動く城","Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.",13.1522,"/13kOl2v0nD2OLbVSHnHk8GUFEhO.jpg","2004-09-09",236049757,119,"Released","The two lived there.","Howl's Moving Castle",FALSE,8.394,10596,"1","1","1","1","1",5,1
"27",FALSE,"/dMZxEdrWIzUmUoOz2zvmFuutbj7.jpg",1.8e+07,"http://www.starwars.com/films/star-wars-episode-v-the-empire-strikes-back",1891,"tt0080684","US","en","The Empire Strikes Back","The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",5.8075,"/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg","1980-05-20",538400000,124,"Released","The Star Wars saga continues.","The Empire Strikes Back",FALSE,8.394,17795,"0","0","1","0","0",1,0
"28",FALSE,"/1XqIhsqnAozznGhxlGdI0GPcCro.jpg",3.5e+07,"http://www.thepianistmovie.com/",423,"tt0253474",NA,"en","The Pianist","The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",7.7536,"/2hFvxCCWrTmCYwfy7yum0GKRi3Y.jpg","2002-09-17",120098945,150,"Released","Music was his passion. Survival was his masterpiece.","The Pianist",FALSE,8.38,9749,"0","0","0","0","0",0,0
"29",FALSE,"/iwgl8zlrrfvfWp9k9Paj8lvFEvS.jpg",3.3e+07,"https://www.warnerbros.com/movies/seven",807,"tt0114369","US","en","Se7en","Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",14.1352,"/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg","1995-09-22",327311859,127,"Released","Gluttony. Greed. Sloth. Envy. Wrath. Pride. Lust.","Se7en",FALSE,8.377,22250,"0","0","0","0","0",0,0
"30",FALSE,"/qt01wUC460FCWfogDqe3UO00T3g.jpg",1e+06,"",567,"tt0047396","US","en","Rear Window","A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.",4.8751,"/ILVF0eJxHMddjxeQhswFtpMtqx.jpg","1954-08-01",37042336,112,"Released","It only takes one witness to spoil the perfect crime.","Rear Window",FALSE,8.349,6875,"0","0","0","0","0",0,0
"31",FALSE,"/aYcnDyLMnpKce1FOYUpZrXtgUye.jpg",1.9e+07,"",274,"tt0102926","US","en","The Silence of the Lambs","Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",3.2112,"/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg","1991-02-14",272742922,119,"Released","To enter the mind of a killer she must challenge the mind of a madman.","The Silence of the Lambs",FALSE,8.346,17236,"0","0","0","0","0",0,0
"32",FALSE,"/6qHI1IYj7QlLSCwHRzkL62X175s.jpg",2e+07,"",73,"tt0120586","US","en","American History X","Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",6.9381,"/x2drgoXYZ8484lqyDj7L1CEVR4T.jpg","1998-07-01",23900000,119,"Released","Some Legacies Must End.","American History X",FALSE,8.3,12130,"0","0","0","0","0",0,0
"33",FALSE,"/gl0jzn4BupSbL2qMVeqrjKkF9Js.jpg",23500000,"http://www.princess-mononoke.com/",128,"tt0119698","JP","ja","もののけ姫","Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",9.5278,"/cMYCDADoLKLbB83g4WnJegaZimC.jpg","1997-07-12",176506186,134,"Released","The fate of the world rests on the courage of one warrior.","Princess Mononoke",FALSE,8.3,8579,"1","0","1","1","0",3,0
"34",FALSE,"/5bzPWQ2dFUl2aZKkp7ILJVVkRed.jpg",1.9e+07,"http://www.backtothefuture.com/movies/backtothefuture1",105,"tt0088763","US","en","Back to the Future","Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",23.2356,"/vN5B5WgYscRGcQpVhHl6p9DDTP0.jpg","1985-07-03",381109762,116,"Released","He was never in time for his classes... He wasn't in time for his dinner... Then one day... he wasn't in his time at all.","Back to the Future",FALSE,8.322,21033,"0","0","0","1","1",2,0
"35",FALSE,"/1YRtgjLb5xxUb2rsNRnr54Oc0B2.jpg",3e+06,"https://gkids.com/films/perfect-blue",10494,"tt0156887","JP","ja","PERFECT BLUE","Rising pop star Mima quits singing to pursue a career as an actress. After she takes up a role on a popular detective show, her handlers and collaborators begin turning up murdered. Harboring feelings of guilt and haunted by visions of her former self, Mima's reality and fantasy meld into a frenzied paranoia.",5.9991,"/6WTiOCfDPP8XV4jqfloiVWf7KHq.jpg","1998-02-28",683666,82,"Released","""excuse me... who are you?""","Perfect Blue",FALSE,8.3,2964,"1","1","1","1","1",5,1
"36",FALSE,"/hpzQHv8cA7j2Dn2CphOFYmllXzj.jpg",16400000,"",207,"tt0097165","US","en","Dead Poets Society","At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",10.9734,"/erzbMlcNHOdx24AXOcn2ZKA7R1q.jpg","1989-06-02",235860116,129,"Released","He was their inspiration. He made their lives extraordinary.","Dead Poets Society",FALSE,8.301,12007,"0","0","0","0","0",0,0
"37",FALSE,"/jynfI114q3kOAbIiVjVfFFmttU2.jpg",1.6e+07,"",101,"tt0110413","FR","fr","Léon","Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",12.2637,"/bxB2q91nKYp8JNzqE7t7TWBVupB.jpg","1994-09-14",45284974,111,"Released","If you want the job done right, hire a professional.","Léon: The Professional",FALSE,8.299,15540,"1","1","1","1","1",5,1
"38",FALSE,"/c8Pi8F1FzpNebtgXcSjC9nWCdSW.jpg",2e+06,"",914,"tt0032553","US","en","The Great Dictator","Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.",2.2038,"/nhMXB8GTdswYMCL9nepDZymJCOr.jpg","1940-10-15",1.1e+07,125,"Released","Once again - the whole world laughs!","The Great Dictator",FALSE,8.3,3550,"0","0","0","0","0",0,0
"39",FALSE,"/p47ihFj4A7EpBjmPHdTj4ipyq1S.jpg",1752000,"",599,"tt0043014","US","en","Sunset Boulevard","A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.",5.429,"/oOZIN0sbRNLKQC4RRCQnmAx1PlV.jpg","1950-08-10",5e+06,110,"Released","A Hollywood Story.","Sunset Boulevard",FALSE,8.289,2783,"0","0","0","0","0",0,0
"40",FALSE,"/kSlO1pHpwQfPQdgVPr7dJiJNtJ8.jpg",1500000,"",3082,"tt0027977","US","en","Modern Times","A bumbling tramp desires to build a home with a young woman, yet is thwarted time and time again by his lack of experience and habit of being in the wrong place at the wrong time..",2.281,"/7uoiKOEjxBBW0AgDGQWrlfGQ90w.jpg","1936-02-05",1800000,87,"Released","He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!","Modern Times",FALSE,8.3,3911,"1","0","0","0","0",1,0
"41",FALSE,"/aKZ9hDmLJTaGSxWdhxqMTcvXmk4.jpg",5e+06,"",335,"tt0064116",NA,"it","C'era una volta il West","As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",6.8704,"/qbYgqOczabWNn2XKwgMtVrntD6P.jpg","1968-12-21",5380118,166,"Released","There were three men in her life. One to take her… one to love her —and one to kill her.","Once Upon a Time in the West",FALSE,8.3,4661,"1","1","1","1","1",5,1
"42",FALSE,"/ch3lDc4xQ9MpsNEpnRhvR8PIxxK.jpg",3180000,"",1585,"tt0038650","US","en","It's a Wonderful Life","A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",47.1194,"/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg","1946-12-20",9644124,130,"Released","It's a wonderful laugh! It's a wonderful love!","It's a Wonderful Life",FALSE,8.3,4632,"0","0","0","0","0",0,0
"43",FALSE,"/9Qs9oyn4iE8QtQjGZ0Hp2WyYNXT.jpg",31500000,"http://www.apocalypsenow.com",28,"tt0078788","US","en","Apocalypse Now","At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",6.5299,"/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg","1979-05-19",1.5e+08,147,"Released","This is the end...","Apocalypse Now",FALSE,8.271,8715,"0","0","0","0","0",0,0
"44",FALSE,"/Ma7mQsldFCaQpsZbm8zolgLfmV.jpg",1500000,"https://www.charliechaplin.com/en/films/5-City-Lights",901,"tt0021749","US","en","City Lights","A tramp falls in love with a beautiful blind flower girl. His on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.",2.7091,"/ugmakEL5y294I5bXgiBqApuZpwc.jpg","1931-02-06",4250000,87,"Released","True Blind Love","City Lights",FALSE,8.264,2341,"1","1","1","1","1",5,1
"45",FALSE,"/354kfjVb96mtFALMhBE6jzHGiA2.jpg",935000,"",975,"tt0050825","US","en","Paths of Glory","A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.",3.3959,"/hGg1UCQSHlXfv2HI9bDHT2OQBam.jpg","1957-10-25",1200000,88,"Released","It explodes in the no-man's land no picture ever dared cross before!","Paths of Glory",FALSE,8.26,3119,"0","0","0","0","0",0,0
"46",FALSE,"/wXsQvli6tWqja51pYxXNG1LFIGV.jpg",4.5e+07,"http://movies.disney.com/the-lion-king",8587,"tt0110357","US","en","The Lion King","Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.",12.9736,"/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg","1994-06-15",763455561,89,"Released","The greatest adventure of all is finding our place in the Circle of Life.","The Lion King",FALSE,8.3,19124,"0","0","0","0","0",0,0
"47",FALSE,"/muSeX7fnNw0pv4zHK7RSwZln6Hk.jpg",9e+06,"",10376,"tt0120731","IT","it","La leggenda del pianista sull'oceano","The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.",3.8683,"/iOcbJ5pxokOPDRgieVDbsFMrCc6.jpg","1998-10-28",21057208,170,"Released","An epic story of a man who could do anything... except be ordinary","The Legend of 1900",FALSE,8.2,2358,"1","1","1","1","1",5,1
